constructorId,constructorName,position,cumulative_points,round,season
ferrari,FERRARI,1.0,37.0,1,2017
mercedes,MERCEDES,2.0,33.0,1,2017
red_bull,RED BULL,3.0,10.0,1,2017
williams,WILLIAMS,4.0,8.0,1,2017
force_india,ASTON MARTIN,5.0,7.0,1,2017
toro_rosso,RB,6.0,6.0,1,2017
renault,ALPINE,7.0,0.0,1,2017
sauber,SAUBER,8.0,0.0,1,2017
mclaren,MCLAREN,9.0,0.0,1,2017
haas,HAAS,,0.0,1,2017
mercedes,MERCEDES,1.0,66.0,2,2017
ferrari,FERRARI,2.0,65.0,2,2017
red_bull,RED BULL,3.0,37.0,2,2017
toro_rosso,RB,4.0,12.0,2,2017
force_india,ASTON MARTIN,5.0,10.0,2,2017
williams,WILLIAMS,6.0,8.0,2,2017
haas,HAAS,7.0,4.0,2,2017
renault,ALPINE,8.0,0.0,2,2017
sauber,SAUBER,9.0,0.0,2,2017
mclaren,MCLAREN,10.0,0.0,2,2017
ferrari,FERRARI,1.0,102.0,3,2017
mercedes,MERCEDES,2.0,99.0,3,2017
red_bull,RED BULL,3.0,47.0,3,2017
force_india,ASTON MARTIN,4.0,17.0,3,2017
williams,WILLIAMS,5.0,16.0,3,2017
toro_rosso,RB,6.0,12.0,3,2017
haas,HAAS,7.0,8.0,3,2017
renault,ALPINE,8.0,2.0,3,2017
sauber,SAUBER,9.0,0.0,3,2017
mclaren,MCLAREN,10.0,0.0,3,2017
mercedes,MERCEDES,1.0,136.0,4,2017
ferrari,FERRARI,2.0,135.0,4,2017
red_bull,RED BULL,3.0,57.0,4,2017
force_india,ASTON MARTIN,4.0,31.0,4,2017
williams,WILLIAMS,5.0,18.0,4,2017
toro_rosso,RB,6.0,13.0,4,2017
haas,HAAS,7.0,8.0,4,2017
renault,ALPINE,8.0,6.0,4,2017
sauber,SAUBER,9.0,0.0,4,2017
mclaren,MCLAREN,10.0,0.0,4,2017
mercedes,MERCEDES,1.0,161.0,5,2017
ferrari,FERRARI,2.0,153.0,5,2017
red_bull,RED BULL,3.0,72.0,5,2017
force_india,ASTON MARTIN,4.0,53.0,5,2017
toro_rosso,RB,5.0,21.0,5,2017
williams,WILLIAMS,6.0,18.0,5,2017
renault,ALPINE,7.0,14.0,5,2017
haas,HAAS,8.0,9.0,5,2017
sauber,SAUBER,9.0,4.0,5,2017
mclaren,MCLAREN,10.0,0.0,5,2017
ferrari,FERRARI,1.0,196.0,6,2017
mercedes,MERCEDES,2.0,179.0,6,2017
red_bull,RED BULL,3.0,97.0,6,2017
force_india,ASTON MARTIN,4.0,53.0,6,2017
toro_rosso,RB,5.0,29.0,6,2017
williams,WILLIAMS,6.0,20.0,6,2017
renault,ALPINE,7.0,14.0,6,2017
haas,HAAS,8.0,14.0,6,2017
sauber,SAUBER,9.0,4.0,6,2017
mclaren,MCLAREN,10.0,0.0,6,2017
mercedes,MERCEDES,1.0,222.0,7,2017
ferrari,FERRARI,2.0,214.0,7,2017
red_bull,RED BULL,3.0,112.0,7,2017
force_india,ASTON MARTIN,4.0,71.0,7,2017
toro_rosso,RB,5.0,29.0,7,2017
williams,WILLIAMS,6.0,22.0,7,2017
renault,ALPINE,7.0,18.0,7,2017
haas,HAAS,8.0,15.0,7,2017
sauber,SAUBER,9.0,4.0,7,2017
mclaren,MCLAREN,10.0,0.0,7,2017
mercedes,MERCEDES,1.0,250.0,8,2017
ferrari,FERRARI,2.0,226.0,8,2017
red_bull,RED BULL,3.0,137.0,8,2017
force_india,ASTON MARTIN,4.0,79.0,8,2017
williams,WILLIAMS,5.0,37.0,8,2017
toro_rosso,RB,6.0,33.0,8,2017
haas,HAAS,7.0,21.0,8,2017
renault,ALPINE,8.0,18.0,8,2017
sauber,SAUBER,9.0,5.0,8,2017
mclaren,MCLAREN,10.0,2.0,8,2017
mercedes,MERCEDES,1.0,287.0,9,2017
ferrari,FERRARI,2.0,254.0,9,2017
red_bull,RED BULL,3.0,152.0,9,2017
force_india,ASTON MARTIN,4.0,89.0,9,2017
williams,WILLIAMS,5.0,40.0,9,2017
toro_rosso,RB,6.0,33.0,9,2017
haas,HAAS,7.0,29.0,9,2017
renault,ALPINE,8.0,18.0,9,2017
sauber,SAUBER,9.0,5.0,9,2017
mclaren,MCLAREN,10.0,2.0,9,2017
mercedes,MERCEDES,1.0,330.0,10,2017
ferrari,FERRARI,2.0,275.0,10,2017
red_bull,RED BULL,3.0,174.0,10,2017
force_india,ASTON MARTIN,4.0,95.0,10,2017
williams,WILLIAMS,5.0,41.0,10,2017
toro_rosso,RB,6.0,33.0,10,2017
haas,HAAS,7.0,29.0,10,2017
renault,ALPINE,8.0,26.0,10,2017
sauber,SAUBER,9.0,5.0,10,2017
mclaren,MCLAREN,10.0,2.0,10,2017
mercedes,MERCEDES,1.0,357.0,11,2017
ferrari,FERRARI,2.0,318.0,11,2017
red_bull,RED BULL,3.0,184.0,11,2017
force_india,ASTON MARTIN,4.0,101.0,11,2017
williams,WILLIAMS,5.0,41.0,11,2017
toro_rosso,RB,6.0,39.0,11,2017
haas,HAAS,7.0,29.0,11,2017
renault,ALPINE,8.0,26.0,11,2017
mclaren,MCLAREN,9.0,11.0,11,2017
sauber,SAUBER,10.0,5.0,11,2017
mercedes,MERCEDES,1.0,392.0,12,2017
ferrari,FERRARI,2.0,348.0,12,2017
red_bull,RED BULL,3.0,199.0,12,2017
force_india,ASTON MARTIN,4.0,103.0,12,2017
williams,WILLIAMS,5.0,45.0,12,2017
toro_rosso,RB,6.0,40.0,12,2017
haas,HAAS,7.0,35.0,12,2017
renault,ALPINE,8.0,34.0,12,2017
mclaren,MCLAREN,9.0,11.0,12,2017
sauber,SAUBER,10.0,5.0,12,2017
mercedes,MERCEDES,1.0,435.0,13,2017
ferrari,FERRARI,2.0,373.0,13,2017
red_bull,RED BULL,3.0,212.0,13,2017
force_india,ASTON MARTIN,4.0,113.0,13,2017
williams,WILLIAMS,5.0,55.0,13,2017
toro_rosso,RB,6.0,40.0,13,2017
haas,HAAS,7.0,35.0,13,2017
renault,ALPINE,8.0,34.0,13,2017
mclaren,MCLAREN,9.0,11.0,13,2017
sauber,SAUBER,10.0,5.0,13,2017
mercedes,MERCEDES,1.0,475.0,14,2017
ferrari,FERRARI,2.0,373.0,14,2017
red_bull,RED BULL,3.0,230.0,14,2017
force_india,ASTON MARTIN,4.0,124.0,14,2017
williams,WILLIAMS,5.0,59.0,14,2017
toro_rosso,RB,6.0,52.0,14,2017
renault,ALPINE,7.0,42.0,14,2017
haas,HAAS,8.0,37.0,14,2017
mclaren,MCLAREN,9.0,17.0,14,2017
sauber,SAUBER,10.0,5.0,14,2017
mercedes,MERCEDES,1.0,503.0,15,2017
ferrari,FERRARI,2.0,385.0,15,2017
red_bull,RED BULL,3.0,270.0,15,2017
force_india,ASTON MARTIN,4.0,133.0,15,2017
williams,WILLIAMS,5.0,65.0,15,2017
toro_rosso,RB,6.0,52.0,15,2017
renault,ALPINE,7.0,42.0,15,2017
haas,HAAS,8.0,37.0,15,2017
mclaren,MCLAREN,9.0,23.0,15,2017
sauber,SAUBER,10.0,5.0,15,2017
mercedes,MERCEDES,1.0,540.0,16,2017
ferrari,FERRARI,2.0,395.0,16,2017
red_bull,RED BULL,3.0,303.0,16,2017
force_india,ASTON MARTIN,4.0,147.0,16,2017
williams,WILLIAMS,5.0,66.0,16,2017
toro_rosso,RB,6.0,52.0,16,2017
haas,HAAS,7.0,43.0,16,2017
renault,ALPINE,8.0,42.0,16,2017
mclaren,MCLAREN,9.0,23.0,16,2017
sauber,SAUBER,10.0,5.0,16,2017
mercedes,MERCEDES,1.0,575.0,17,2017
ferrari,FERRARI,2.0,428.0,17,2017
red_bull,RED BULL,3.0,315.0,17,2017
force_india,ASTON MARTIN,4.0,159.0,17,2017
williams,WILLIAMS,5.0,68.0,17,2017
toro_rosso,RB,6.0,53.0,17,2017
renault,ALPINE,7.0,48.0,17,2017
haas,HAAS,8.0,43.0,17,2017
mclaren,MCLAREN,9.0,23.0,17,2017
sauber,SAUBER,10.0,5.0,17,2017
mercedes,MERCEDES,1.0,595.0,18,2017
ferrari,FERRARI,2.0,455.0,18,2017
red_bull,RED BULL,3.0,340.0,18,2017
force_india,ASTON MARTIN,4.0,175.0,18,2017
williams,WILLIAMS,5.0,76.0,18,2017
toro_rosso,RB,6.0,53.0,18,2017
renault,ALPINE,7.0,48.0,18,2017
haas,HAAS,8.0,47.0,18,2017
mclaren,MCLAREN,9.0,24.0,18,2017
sauber,SAUBER,10.0,5.0,18,2017
mercedes,MERCEDES,1.0,625.0,19,2017
ferrari,FERRARI,2.0,495.0,19,2017
red_bull,RED BULL,3.0,358.0,19,2017
force_india,ASTON MARTIN,4.0,177.0,19,2017
williams,WILLIAMS,5.0,82.0,19,2017
toro_rosso,RB,6.0,53.0,19,2017
renault,ALPINE,7.0,49.0,19,2017
haas,HAAS,8.0,47.0,19,2017
mclaren,MCLAREN,9.0,28.0,19,2017
sauber,SAUBER,10.0,5.0,19,2017
mercedes,MERCEDES,1.0,668.0,20,2017
ferrari,FERRARI,2.0,522.0,20,2017
red_bull,RED BULL,3.0,368.0,20,2017
force_india,ASTON MARTIN,4.0,187.0,20,2017
williams,WILLIAMS,5.0,83.0,20,2017
renault,ALPINE,6.0,57.0,20,2017
toro_rosso,RB,7.0,53.0,20,2017
haas,HAAS,8.0,47.0,20,2017
mclaren,MCLAREN,9.0,30.0,20,2017
sauber,SAUBER,10.0,5.0,20,2017
ferrari,FERRARI,1.0,40.0,1,2018
mercedes,MERCEDES,2.0,22.0,1,2018
red_bull,RED BULL,3.0,20.0,1,2018
mclaren,MCLAREN,4.0,12.0,1,2018
renault,ALPINE,5.0,7.0,1,2018
force_india,ASTON MARTIN,6.0,0.0,1,2018
sauber,SAUBER,7.0,0.0,1,2018
williams,WILLIAMS,8.0,0.0,1,2018
toro_rosso,RB,9.0,0.0,1,2018
haas,HAAS,,0.0,1,2018
ferrari,FERRARI,1.0,65.0,2,2018
mercedes,MERCEDES,2.0,55.0,2,2018
mclaren,MCLAREN,3.0,22.0,2,2018
red_bull,RED BULL,4.0,20.0,2,2018
renault,ALPINE,5.0,15.0,2,2018
toro_rosso,RB,6.0,12.0,2,2018
haas,HAAS,7.0,10.0,2,2018
sauber,SAUBER,8.0,2.0,2,2018
force_india,ASTON MARTIN,9.0,1.0,2,2018
williams,WILLIAMS,10.0,0.0,2,2018
mercedes,MERCEDES,1.0,85.0,3,2018
ferrari,FERRARI,2.0,84.0,3,2018
red_bull,RED BULL,3.0,55.0,3,2018
mclaren,MCLAREN,4.0,28.0,3,2018
renault,ALPINE,5.0,25.0,3,2018
toro_rosso,RB,6.0,12.0,3,2018
haas,HAAS,7.0,11.0,3,2018
sauber,SAUBER,8.0,2.0,3,2018
force_india,ASTON MARTIN,9.0,1.0,3,2018
williams,WILLIAMS,10.0,0.0,3,2018
ferrari,FERRARI,1.0,114.0,4,2018
mercedes,MERCEDES,2.0,110.0,4,2018
red_bull,RED BULL,3.0,55.0,4,2018
mclaren,MCLAREN,4.0,36.0,4,2018
renault,ALPINE,5.0,35.0,4,2018
force_india,ASTON MARTIN,6.0,16.0,4,2018
toro_rosso,RB,7.0,13.0,4,2018
haas,HAAS,8.0,11.0,4,2018
sauber,SAUBER,9.0,10.0,4,2018
williams,WILLIAMS,10.0,4.0,4,2018
mercedes,MERCEDES,1.0,153.0,5,2018
ferrari,FERRARI,2.0,126.0,5,2018
red_bull,RED BULL,3.0,80.0,5,2018
renault,ALPINE,4.0,41.0,5,2018
mclaren,MCLAREN,5.0,40.0,5,2018
haas,HAAS,6.0,19.0,5,2018
force_india,ASTON MARTIN,7.0,18.0,5,2018
toro_rosso,RB,8.0,13.0,5,2018
sauber,SAUBER,9.0,11.0,5,2018
williams,WILLIAMS,10.0,4.0,5,2018
mercedes,MERCEDES,1.0,178.0,6,2018
ferrari,FERRARI,2.0,156.0,6,2018
red_bull,RED BULL,3.0,107.0,6,2018
renault,ALPINE,4.0,46.0,6,2018
mclaren,MCLAREN,5.0,40.0,6,2018
force_india,ASTON MARTIN,6.0,26.0,6,2018
toro_rosso,RB,7.0,19.0,6,2018
haas,HAAS,8.0,19.0,6,2018
sauber,SAUBER,9.0,11.0,6,2018
williams,WILLIAMS,10.0,4.0,6,2018
mercedes,MERCEDES,1.0,206.0,7,2018
ferrari,FERRARI,2.0,189.0,7,2018
red_bull,RED BULL,3.0,134.0,7,2018
renault,ALPINE,4.0,56.0,7,2018
mclaren,MCLAREN,5.0,40.0,7,2018
force_india,ASTON MARTIN,6.0,28.0,7,2018
toro_rosso,RB,7.0,19.0,7,2018
haas,HAAS,8.0,19.0,7,2018
sauber,SAUBER,9.0,12.0,7,2018
williams,WILLIAMS,10.0,4.0,7,2018
mercedes,MERCEDES,1.0,237.0,8,2018
ferrari,FERRARI,2.0,214.0,8,2018
red_bull,RED BULL,3.0,164.0,8,2018
renault,ALPINE,4.0,62.0,8,2018
mclaren,MCLAREN,5.0,40.0,8,2018
force_india,ASTON MARTIN,6.0,28.0,8,2018
haas,HAAS,7.0,27.0,8,2018
toro_rosso,RB,8.0,19.0,8,2018
sauber,SAUBER,9.0,13.0,8,2018
williams,WILLIAMS,10.0,4.0,8,2018
ferrari,FERRARI,1.0,247.0,9,2018
mercedes,MERCEDES,2.0,237.0,9,2018
red_bull,RED BULL,3.0,189.0,9,2018
renault,ALPINE,4.0,62.0,9,2018
haas,HAAS,5.0,49.0,9,2018
mclaren,MCLAREN,6.0,44.0,9,2018
force_india,ASTON MARTIN,7.0,42.0,9,2018
toro_rosso,RB,8.0,19.0,9,2018
sauber,SAUBER,9.0,16.0,9,2018
williams,WILLIAMS,10.0,4.0,9,2018
ferrari,FERRARI,1.0,287.0,10,2018
mercedes,MERCEDES,2.0,267.0,10,2018
red_bull,RED BULL,3.0,199.0,10,2018
renault,ALPINE,4.0,70.0,10,2018
haas,HAAS,5.0,51.0,10,2018
force_india,ASTON MARTIN,6.0,49.0,10,2018
mclaren,MCLAREN,7.0,48.0,10,2018
toro_rosso,RB,8.0,19.0,10,2018
sauber,SAUBER,9.0,16.0,10,2018
williams,WILLIAMS,10.0,4.0,10,2018
mercedes,MERCEDES,1.0,310.0,11,2018
ferrari,FERRARI,2.0,302.0,11,2018
red_bull,RED BULL,3.0,211.0,11,2018
renault,ALPINE,4.0,80.0,11,2018
force_india,ASTON MARTIN,5.0,59.0,11,2018
haas,HAAS,6.0,59.0,11,2018
mclaren,MCLAREN,7.0,48.0,11,2018
toro_rosso,RB,8.0,20.0,11,2018
sauber,SAUBER,9.0,18.0,11,2018
williams,WILLIAMS,10.0,4.0,11,2018
mercedes,MERCEDES,1.0,345.0,12,2018
ferrari,FERRARI,2.0,335.0,12,2018
red_bull,RED BULL,3.0,223.0,12,2018
renault,ALPINE,4.0,82.0,12,2018
haas,HAAS,5.0,66.0,12,2018
force_india,ASTON MARTIN,6.0,59.0,12,2018
mclaren,MCLAREN,7.0,52.0,12,2018
toro_rosso,RB,8.0,28.0,12,2018
sauber,SAUBER,9.0,18.0,12,2018
williams,WILLIAMS,10.0,4.0,12,2018
mercedes,MERCEDES,1.0,375.0,13,2018
ferrari,FERRARI,2.0,360.0,13,2018
red_bull,RED BULL,3.0,238.0,13,2018
renault,ALPINE,4.0,82.0,13,2018
force_india,ASTON MARTIN,5.0,77.0,13,2018
haas,HAAS,6.0,76.0,13,2018
mclaren,MCLAREN,7.0,52.0,13,2018
toro_rosso,RB,8.0,30.0,13,2018
sauber,SAUBER,9.0,19.0,13,2018
williams,WILLIAMS,10.0,4.0,13,2018
mercedes,MERCEDES,1.0,415.0,14,2018
ferrari,FERRARI,2.0,390.0,14,2018
red_bull,RED BULL,3.0,248.0,14,2018
force_india,ASTON MARTIN,4.0,91.0,14,2018
renault,ALPINE,5.0,86.0,14,2018
haas,HAAS,6.0,76.0,14,2018
mclaren,MCLAREN,7.0,52.0,14,2018
toro_rosso,RB,8.0,30.0,14,2018
sauber,SAUBER,9.0,19.0,14,2018
williams,WILLIAMS,10.0,7.0,14,2018
mercedes,MERCEDES,1.0,452.0,15,2018
ferrari,FERRARI,2.0,415.0,15,2018
red_bull,RED BULL,3.0,274.0,15,2018
force_india,ASTON MARTIN,4.0,91.0,15,2018
renault,ALPINE,5.0,91.0,15,2018
haas,HAAS,6.0,76.0,15,2018
mclaren,MCLAREN,7.0,58.0,15,2018
toro_rosso,RB,8.0,30.0,15,2018
sauber,SAUBER,9.0,21.0,15,2018
williams,WILLIAMS,10.0,7.0,15,2018
mercedes,MERCEDES,1.0,495.0,16,2018
ferrari,FERRARI,2.0,442.0,16,2018
red_bull,RED BULL,3.0,292.0,16,2018
force_india,ASTON MARTIN,4.0,94.0,16,2018
renault,ALPINE,5.0,91.0,16,2018
haas,HAAS,6.0,80.0,16,2018
mclaren,MCLAREN,7.0,58.0,16,2018
toro_rosso,RB,8.0,30.0,16,2018
sauber,SAUBER,9.0,27.0,16,2018
williams,WILLIAMS,10.0,7.0,16,2018
mercedes,MERCEDES,1.0,538.0,17,2018
ferrari,FERRARI,2.0,460.0,17,2018
red_bull,RED BULL,3.0,319.0,17,2018
force_india,ASTON MARTIN,4.0,102.0,17,2018
renault,ALPINE,5.0,92.0,17,2018
haas,HAAS,6.0,84.0,17,2018
mclaren,MCLAREN,7.0,58.0,17,2018
toro_rosso,RB,8.0,30.0,17,2018
sauber,SAUBER,9.0,27.0,17,2018
williams,WILLIAMS,10.0,7.0,17,2018
mercedes,MERCEDES,1.0,563.0,18,2018
ferrari,FERRARI,2.0,497.0,18,2018
red_bull,RED BULL,3.0,337.0,18,2018
force_india,ASTON MARTIN,4.0,106.0,18,2018
renault,ALPINE,5.0,106.0,18,2018
haas,HAAS,6.0,84.0,18,2018
mclaren,MCLAREN,7.0,58.0,18,2018
toro_rosso,RB,8.0,32.0,18,2018
sauber,SAUBER,9.0,28.0,18,2018
williams,WILLIAMS,10.0,7.0,18,2018
mercedes,MERCEDES,1.0,585.0,19,2018
ferrari,FERRARI,2.0,530.0,19,2018
red_bull,RED BULL,3.0,362.0,19,2018
renault,ALPINE,4.0,114.0,19,2018
force_india,ASTON MARTIN,5.0,106.0,19,2018
haas,HAAS,6.0,84.0,19,2018
mclaren,MCLAREN,7.0,62.0,19,2018
sauber,SAUBER,8.0,36.0,19,2018
toro_rosso,RB,9.0,33.0,19,2018
williams,WILLIAMS,10.0,7.0,19,2018
mercedes,MERCEDES,1.0,620.0,20,2018
ferrari,FERRARI,2.0,553.0,20,2018
red_bull,RED BULL,3.0,392.0,20,2018
renault,ALPINE,4.0,114.0,20,2018
force_india,ASTON MARTIN,5.0,107.0,20,2018
haas,HAAS,6.0,90.0,20,2018
mclaren,MCLAREN,7.0,62.0,20,2018
sauber,SAUBER,8.0,42.0,20,2018
toro_rosso,RB,9.0,33.0,20,2018
williams,WILLIAMS,10.0,7.0,20,2018
mercedes,MERCEDES,1.0,655.0,21,2018
ferrari,FERRARI,2.0,571.0,21,2018
red_bull,RED BULL,3.0,419.0,21,2018
renault,ALPINE,4.0,122.0,21,2018
force_india,ASTON MARTIN,5.0,111.0,21,2018
haas,HAAS,6.0,93.0,21,2018
mclaren,MCLAREN,7.0,62.0,21,2018
sauber,SAUBER,8.0,48.0,21,2018
toro_rosso,RB,9.0,33.0,21,2018
williams,WILLIAMS,10.0,7.0,21,2018
mercedes,MERCEDES,1.0,44.0,1,2019
ferrari,FERRARI,2.0,22.0,1,2019
red_bull,RED BULL,3.0,15.0,1,2019
haas,HAAS,4.0,8.0,1,2019
renault,ALPINE,5.0,6.0,1,2019
alfa,SAUBER,6.0,4.0,1,2019
racing_point,ASTON MARTIN,7.0,2.0,1,2019
toro_rosso,RB,8.0,1.0,1,2019
mclaren,MCLAREN,9.0,0.0,1,2019
williams,WILLIAMS,10.0,0.0,1,2019
mercedes,MERCEDES,1.0,87.0,2,2019
ferrari,FERRARI,2.0,48.0,2,2019
red_bull,RED BULL,3.0,31.0,2,2019
alfa,SAUBER,4.0,10.0,2,2019
mclaren,MCLAREN,5.0,8.0,2,2019
haas,HAAS,6.0,8.0,2,2019
renault,ALPINE,7.0,6.0,2,2019
toro_rosso,RB,8.0,3.0,2,2019
racing_point,ASTON MARTIN,9.0,3.0,2,2019
williams,WILLIAMS,10.0,0.0,2,2019
mercedes,MERCEDES,1.0,130.0,3,2019
ferrari,FERRARI,2.0,73.0,3,2019
red_bull,RED BULL,3.0,52.0,3,2019
renault,ALPINE,4.0,12.0,3,2019
alfa,SAUBER,5.0,12.0,3,2019
haas,HAAS,6.0,8.0,3,2019
mclaren,MCLAREN,7.0,8.0,3,2019
racing_point,ASTON MARTIN,8.0,7.0,3,2019
toro_rosso,RB,9.0,4.0,3,2019
williams,WILLIAMS,10.0,0.0,3,2019
mercedes,MERCEDES,1.0,173.0,4,2019
ferrari,FERRARI,2.0,99.0,4,2019
red_bull,RED BULL,3.0,64.0,4,2019
mclaren,MCLAREN,4.0,18.0,4,2019
racing_point,ASTON MARTIN,5.0,17.0,4,2019
alfa,SAUBER,6.0,13.0,4,2019
renault,ALPINE,7.0,12.0,4,2019
haas,HAAS,8.0,8.0,4,2019
toro_rosso,RB,9.0,4.0,4,2019
williams,WILLIAMS,10.0,0.0,4,2019
mercedes,MERCEDES,1.0,217.0,5,2019
ferrari,FERRARI,2.0,121.0,5,2019
red_bull,RED BULL,3.0,87.0,5,2019
mclaren,MCLAREN,4.0,22.0,5,2019
racing_point,ASTON MARTIN,5.0,17.0,5,2019
haas,HAAS,6.0,15.0,5,2019
alfa,SAUBER,7.0,13.0,5,2019
renault,ALPINE,8.0,12.0,5,2019
toro_rosso,RB,9.0,6.0,5,2019
williams,WILLIAMS,10.0,0.0,5,2019
mercedes,MERCEDES,1.0,257.0,6,2019
ferrari,FERRARI,2.0,139.0,6,2019
red_bull,RED BULL,3.0,110.0,6,2019
mclaren,MCLAREN,4.0,30.0,6,2019
racing_point,ASTON MARTIN,5.0,17.0,6,2019
haas,HAAS,6.0,16.0,6,2019
toro_rosso,RB,7.0,16.0,6,2019
renault,ALPINE,8.0,14.0,6,2019
alfa,SAUBER,9.0,13.0,6,2019
williams,WILLIAMS,10.0,0.0,6,2019
mercedes,MERCEDES,1.0,295.0,7,2019
ferrari,FERRARI,2.0,172.0,7,2019
red_bull,RED BULL,3.0,124.0,7,2019
mclaren,MCLAREN,4.0,30.0,7,2019
renault,ALPINE,5.0,28.0,7,2019
racing_point,ASTON MARTIN,6.0,19.0,7,2019
toro_rosso,RB,7.0,17.0,7,2019
haas,HAAS,8.0,16.0,7,2019
alfa,SAUBER,9.0,13.0,7,2019
williams,WILLIAMS,10.0,0.0,7,2019
mercedes,MERCEDES,1.0,338.0,8,2019
ferrari,FERRARI,2.0,198.0,8,2019
red_bull,RED BULL,3.0,137.0,8,2019
mclaren,MCLAREN,4.0,40.0,8,2019
renault,ALPINE,5.0,32.0,8,2019
racing_point,ASTON MARTIN,6.0,19.0,8,2019
alfa,SAUBER,7.0,19.0,8,2019
toro_rosso,RB,8.0,17.0,8,2019
haas,HAAS,9.0,16.0,8,2019
williams,WILLIAMS,10.0,0.0,8,2019
mercedes,MERCEDES,1.0,363.0,9,2019
ferrari,FERRARI,2.0,228.0,9,2019
red_bull,RED BULL,3.0,169.0,9,2019
mclaren,MCLAREN,4.0,52.0,9,2019
renault,ALPINE,5.0,32.0,9,2019
alfa,SAUBER,6.0,22.0,9,2019
racing_point,ASTON MARTIN,7.0,19.0,9,2019
toro_rosso,RB,8.0,17.0,9,2019
haas,HAAS,9.0,16.0,9,2019
williams,WILLIAMS,10.0,0.0,9,2019
mercedes,MERCEDES,1.0,407.0,10,2019
ferrari,FERRARI,2.0,243.0,10,2019
red_bull,RED BULL,3.0,191.0,10,2019
mclaren,MCLAREN,4.0,60.0,10,2019
renault,ALPINE,5.0,39.0,10,2019
alfa,SAUBER,6.0,26.0,10,2019
racing_point,ASTON MARTIN,7.0,19.0,10,2019
toro_rosso,RB,8.0,19.0,10,2019
haas,HAAS,9.0,16.0,10,2019
williams,WILLIAMS,10.0,0.0,10,2019
mercedes,MERCEDES,1.0,409.0,11,2019
ferrari,FERRARI,2.0,261.0,11,2019
red_bull,RED BULL,3.0,217.0,11,2019
mclaren,MCLAREN,4.0,70.0,11,2019
toro_rosso,RB,5.0,42.0,11,2019
renault,ALPINE,6.0,39.0,11,2019
racing_point,ASTON MARTIN,7.0,31.0,11,2019
haas,HAAS,8.0,26.0,11,2019
alfa,SAUBER,9.0,26.0,11,2019
williams,WILLIAMS,10.0,1.0,11,2019
mercedes,MERCEDES,1.0,438.0,12,2019
ferrari,FERRARI,2.0,288.0,12,2019
red_bull,RED BULL,3.0,244.0,12,2019
mclaren,MCLAREN,4.0,82.0,12,2019
toro_rosso,RB,5.0,43.0,12,2019
renault,ALPINE,6.0,39.0,12,2019
alfa,SAUBER,7.0,32.0,12,2019
racing_point,ASTON MARTIN,8.0,31.0,12,2019
haas,HAAS,9.0,26.0,12,2019
williams,WILLIAMS,10.0,1.0,12,2019
mercedes,MERCEDES,1.0,471.0,13,2019
ferrari,FERRARI,2.0,326.0,13,2019
red_bull,RED BULL,3.0,254.0,13,2019
mclaren,MCLAREN,4.0,82.0,13,2019
toro_rosso,RB,5.0,51.0,13,2019
renault,ALPINE,6.0,43.0,13,2019
racing_point,ASTON MARTIN,7.0,40.0,13,2019
alfa,SAUBER,8.0,32.0,13,2019
haas,HAAS,9.0,26.0,13,2019
williams,WILLIAMS,10.0,1.0,13,2019
mercedes,MERCEDES,1.0,505.0,14,2019
ferrari,FERRARI,2.0,351.0,14,2019
red_bull,RED BULL,3.0,266.0,14,2019
mclaren,MCLAREN,4.0,83.0,14,2019
renault,ALPINE,5.0,65.0,14,2019
toro_rosso,RB,6.0,51.0,14,2019
racing_point,ASTON MARTIN,7.0,46.0,14,2019
alfa,SAUBER,8.0,34.0,14,2019
haas,HAAS,9.0,26.0,14,2019
williams,WILLIAMS,10.0,1.0,14,2019
mercedes,MERCEDES,1.0,527.0,15,2019
ferrari,FERRARI,2.0,394.0,15,2019
red_bull,RED BULL,3.0,289.0,15,2019
mclaren,MCLAREN,4.0,89.0,15,2019
renault,ALPINE,5.0,67.0,15,2019
toro_rosso,RB,6.0,55.0,15,2019
racing_point,ASTON MARTIN,7.0,46.0,15,2019
alfa,SAUBER,8.0,35.0,15,2019
haas,HAAS,9.0,26.0,15,2019
williams,WILLIAMS,10.0,1.0,15,2019
mercedes,MERCEDES,1.0,571.0,16,2019
ferrari,FERRARI,2.0,409.0,16,2019
red_bull,RED BULL,3.0,311.0,16,2019
mclaren,MCLAREN,4.0,101.0,16,2019
renault,ALPINE,5.0,68.0,16,2019
toro_rosso,RB,6.0,55.0,16,2019
racing_point,ASTON MARTIN,7.0,52.0,16,2019
alfa,SAUBER,8.0,35.0,16,2019
haas,HAAS,9.0,28.0,16,2019
williams,WILLIAMS,10.0,1.0,16,2019
mercedes,MERCEDES,1.0,612.0,17,2019
ferrari,FERRARI,2.0,435.0,17,2019
red_bull,RED BULL,3.0,323.0,17,2019
mclaren,MCLAREN,4.0,111.0,17,2019
renault,ALPINE,5.0,68.0,17,2019
toro_rosso,RB,6.0,62.0,17,2019
racing_point,ASTON MARTIN,7.0,58.0,17,2019
alfa,SAUBER,8.0,35.0,17,2019
haas,HAAS,9.0,28.0,17,2019
williams,WILLIAMS,10.0,1.0,17,2019
mercedes,MERCEDES,1.0,652.0,18,2019
ferrari,FERRARI,2.0,466.0,18,2019
red_bull,RED BULL,3.0,341.0,18,2019
mclaren,MCLAREN,4.0,111.0,18,2019
renault,ALPINE,5.0,73.0,18,2019
toro_rosso,RB,6.0,64.0,18,2019
